01_avg_notes_per_sec,02_p95_notes_per_sec,03_max_notes_1sec_window,04_shortest_note_dur_sec,05_rest_to_note_ratio,06_notes_per_minute,07_max_simultaneous_lh,07_max_simultaneous_rh,08_avg_simultaneous_lh,08_avg_simultaneous_rh,09_max_chord_span_st_lh,09_max_chord_span_st_rh,10_pct_chords_gt_octave,11_cluster_density,12_avg_melodic_interval_lh,12_avg_melodic_interval_rh,13_max_melodic_leap_lh,13_max_melodic_leap_rh,14_pct_intervals_gt_octave_lh,14_pct_intervals_gt_octave_rh,15_avg_hand_displacement_2sec,16_hand_crossing_count,17_avg_voice_count,18_pct_measures_3plus_voices,19_inter_hand_rhythmic_corr,20_sustained_overlap_freq,21_tuplet_density,22_syncopation_index,23_polyrhythm_count,24_distinct_rhythm_vals_per_measure,25_time_sig_change_count,26_accidental_density,27_key_sig_sharps_flats,28_key_change_count,29_repeated_note_density,30_ornament_density,_meta_file,_meta_tempo_bpm,_meta_total_duration_sec,_meta_total_notes
6.686,9.0,10,0.1014,0.9655,401.1579,1,2,1.0,1.2474,0,5,0.0,0.0,5.4815,1.5208,14,11,3.7037,0.0,8.6356,0,1.0,0.0,0.1385,0.0,0.0106,0.6078,0,1.566,0,0.4902,0,0,0.3725,0.0,VGM Game Boy — Title Screen2706 bytesComments — 2706 bytesComments_ef7e17a2.mid,148.0,30.81,206
9.0,14.0,14,0.125,0.1429,540.0,1,1,1.0,1.0,0,0,0,0,1.5882,1.8824,5,8,0.0,0.0,11.6667,13,1.0,0.0,1.0,0.0,0.0,0.7313,0,2.375,0,0.0,0,0,0.2647,0.0,VGM Game Boy — Victory (2)821 bytesTurquoiseStarComments — 821 bytesTurquoiseStarComments_269655ec.mid,120.0,4.0,36
0,0,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0017,0.685,0,1.4599,0,0.2311,0,0,0.0,0.0,VGM GameCube — Battle with Hooktail70290 bytesToastComments — 70290 bytesToastComments_1ff25847.mid,140.0,109.71,0
9.0,9.0,9,0.1111,0.0,540.0,1,0,1.0,0,0,0,0,0,1.251,0,3,0,0.0,0,5.7241,0,1.0,0.0,0.0,0.0,0.0,0.719,0,1.0,0,0.299,0,0,0.0,0.0,VGM GameCube — City Trial_ Flying Meteor9185 bytesFluffComments — 9185 bytesFluffComments_4d38080c.mid,135.0,28.44,256
9.1684,13.0,16,0.0888,0.4138,550.1035,1,6,1.0,2.9517,0,27,97.7301,0.1857,2.3585,10.1386,10,27,0.0,39.7209,12.3312,185,1.6983,7.76,0.4674,0.3546,0.0113,0.4181,24,1.3063,0,0.0919,0,0,0.4895,0.0,VGM GameCube — Dragon Roost Island (GS)50220 bytesspudgeComments — 50220 bytesspudgeComments_6cb1b5cc.mid,169.0,140.59,1289
2.9531,6.0,8,0.2143,0.3333,177.1875,3,1,2.5,1.0,9,0,0.0,0.0,1.3098,4.4498,12,17,0.0,0.4367,4.3962,136,1.0,0.0,0.5256,0.0,0.0,0.2866,0,1.0804,0,0.0,0,0,0.3471,0.0,VGM GameCube — Dry Trail27743 bytesRexyComments — 27743 bytesRexyComments_3b36b5f2.mid,140.0,164.57,486
1.3807,2.0,2,1.4287,0.0139,82.8444,1,1,1.0,1.0,0,0,0,0,0.5634,0.5634,5,5,0.0,0.0,0.6098,0,1.0,0.0,1.0,0.0,0.0044,0.5628,0,1.0053,0,0.32,0,0,0.831,0.0,VGM GameCube — Epsilon - 1st Movement57465 bytesKing MeteorComments — 57465 bytesKing MeteorComments_9a4b2120.mid,167.99,104.29,144
0.3194,2.0,2,0.2609,0.6552,19.1667,2,0,1.5,0,12,0,0.0,0.0,12.0,0,12,0,0.0,0,6.0,0,1.0,0.0,0.0,0.0,0.2685,0.5185,1,2.0,0,0.0779,0,0,1.0,0.0,VGM GameCube — Fox's Victory3546 bytesDave PhaneufComments — 3546 bytesDave PhaneufComments_029c2687.mid,115.0,6.26,2
5.2898,7.0,7,0.1351,0.731,317.3906,3,2,1.0088,2.0,24,12,2.0202,0.0,0.5211,0.0,5,0,0.0,0.0,1.2708,97,1.0,0.0,0.4196,0.0,0.0026,0.4685,1,1.6267,0,0.0,0,0,0.9141,0.0,VGM GameCube — Goblin's Lair11762 bytesRoi of the SuisseComments — 11762 bytesRoi of the SuisseComments_43cfb7ed.mid,111.0,103.78,549
1.2473,2.0,4,0.9231,0.0533,74.8355,3,3,2.0235,2.5333,12,12,0.0,0.0,3.8452,3.1011,28,14,9.5238,4.4944,3.7282,40,1.0,0.0,0.9709,0.0111,0.0,0.5188,0,1.1721,0,0.7078,0,0,0.1618,0.0,VGM GameCube — Hive Mecha (Metroid Prime 2D Remix)23602 bytesCtrlAltDestroyComments — 23602 bytesCtrlAltDestroyComments_e226e5e4.mid,130.0,140.31,175
7.3673,17.0,25,0.0588,0.4793,442.0362,4,6,1.2321,1.3989,36,36,43.1065,0.1329,12.2652,6.1558,46,43,41.5385,16.6045,24.0532,10,2.2941,37.5,0.0046,0.8771,0.514,0.3202,60,1.622,5,0.0544,0,0,0.3053,0.0,VGM GameCube — Icicle Mountain (Dueling Pianos and Percussion Remix)36813 bytesxizorkatarnComments — 36813 bytesxizorkatarnComments_e6c1d6dd.mid,170.0,331.06,2439
2.8657,9.0,10,0.1014,4.751,171.9412,1,2,1.0,1.2977,0,7,0.0,0.0,1.2558,2.7413,3,12,0.0,0.0,6.5781,0,1.0,0.0,0.3004,0.0291,0.0097,0.8552,10,1.4194,0,0.4201,0,0,0.3305,0.0,VGM GameCube — Icicle Mountain_ Balloon Fight34830 bytesComments — 34830 bytesComments_add4c9ff.mid,148.0,165.41,474
0,0,0,0,0.3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0.0,0.0,0.0056,0.5192,0,1.474,0,0.1466,0,0,0.0,0.0,VGM GameCube — Molgera 2 (GS)91568 bytesJordan D.Comments — 91568 bytesJordan D.Comments_b55eeb21.mid,150.0,155.2,0
2.65,6.0,8,0.125,0.6539,159.0,1,1,1.0,1.0,0,0,0,0,0.1104,2.5123,7,14,0.0,0.6173,3.1569,0,1.0,0.0,0.2458,0.0129,0.0364,0.6637,9,1.8921,0,0.0288,3,0,0.6361,0.0,VGM GameCube — Opening Cutscene13420 bytesJohn GreauxComments — 13420 bytesJohn GreauxComments_e0453e2e.mid,120.0,120.0,318
3.5508,8.0,12,0.1087,0.4174,213.0464,4,4,1.2159,1.2113,13,13,7.1429,0.3125,2.2134,2.7102,14,14,0.6369,0.7067,5.4077,64,1.0,0.0,0.4898,0.0159,0.1605,0.5013,19,2.0431,0,0.0099,1,0,0.2462,0.0,VGM GameCube — Sky Sands111736 bytesChibi VegitoComments — 111736 bytesChibi VegitoComments_0727afdf.mid,138.0,168.7,599
5.3472,14.0,16,0.1,1.2456,320.8333,6,8,1.8224,2.3731,27,27,20.9524,0.3599,5.9528,3.565,12,21,0.0,1.5,7.6429,63,1.0,0.0,0.6961,0.0,0.233,0.6425,8,1.2523,0,0.3075,0,0,0.3105,0.0,VGM GameCube — Smorg Battle60784 bytesBlue_NocturneComments — 60784 bytesBlue_NocturneComments_2887265a.mid,150.0,57.6,308
6.1112,10.0,13,0.1111,0.5743,366.6701,0,7,0,1.9662,0,71,42.3752,0.4932,0,15.5692,0,67,0,36.3846,39.9631,0,3.9138,93.1,0.0,0.3201,0.126,0.0,0,1.0,0,0.3333,0,0,0.1423,0.0,VGM GameCube — Super Flat World_ Flat Zone (XG)59071 bytesviniciuskpsComments — 59071 bytesviniciuskpsComments_e4c71ab5.mid,135.0,212.89,1301
3.2752,6.0,10,0.12,0.1833,196.5144,4,3,3.5506,1.3609,16,43,6.1905,0.0043,0.8635,16.2611,9,48,0.0,49.8516,14.5367,90,1.3229,0.0,0.3674,0.3835,0.0136,0.5717,10,1.7296,0,0.0667,0,0,0.4939,0.0,VGM GameCube — Sylvarant Field41560 bytesJay RyanComments — 41560 bytesJay RyanComments_307b663a.mid,125.0,199.68,654
3.6506,8.0,10,0.1,0.8379,219.0341,1,2,1.0,1.7262,0,12,0.0,0.0,3.9091,1.6587,15,12,3.4091,0.0,6.0194,3,1.0,0.0,0.1655,0.0,0.201,0.5409,7,1.9851,0,0.4093,0,0,0.3412,0.0,VGM GameCube — Termina - Great Bay14150 bytesZagroComments — 14150 bytesZagroComments_413e2e8a.mid,150.0,70.4,257
2.6042,6.0,8,0.075,0.126,156.25,1,1,1.0,1.0,0,0,0,0,1.7143,2.3765,24,39,4.3478,3.0864,4.3403,127,1.0,0.0,0.9506,0.0,0.0,0.633,0,2.0675,0,0.065,0,0,0.5666,0.0,VGM GameCube — Title Screen50071 bytesZaidyerComments — 50071 bytesZaidyerComments_32944ca4.mid,200.0,124.8,325
3.1172,5.0,7,0.1667,0.3827,187.0313,3,1,2.6923,1.0,7,0,0.0,0.0,1.8406,2.193,4,7,0.0,0.0,2.4167,0,1.0,0.0,0.4046,0.0,0.6038,0.301,27,1.6533,0,0.0,0,0,0.7159,0.0,VGM GameCube — Totakeke Intro10449 bytesAndrew ShandComments — 10449 bytesAndrew ShandComments_bae5e489.mid,90.0,85.33,266
1.3065,4.0,4,0.1807,1.6182,78.3889,1,2,1.0,2.0,0,8,0.0,0.4615,1.4286,4.48,5,9,0.0,0.0,10.5909,0,1.0,0.0,-0.0286,0.0,0.2899,0.5217,3,1.6842,0,0.6757,0,0,0.125,0.0,VGM GameCube — Zelda's Awakening (2)1064 bytesTyler PrevostComments — 1064 bytesTyler PrevostComments_2428b0ef.mid,83.0,26.02,34
4.75,10.0,11,0.125,0.7778,285.0,1,3,1.0,2.4,0,35,55.5556,0.0,1.25,8.0,4,31,0.0,22.2222,10.7083,9,1.25,0.0,0.9578,0.15,0.0,0.5,0,2.0,0,0.3182,0,0,0.5882,0.0,VGM Genesis — 1-Up507 bytesMonster IestynComments — 507 bytesMonster IestynComments_9927ea4f.mid,120.0,4.0,19
6.2698,9.0,9,0.121,0.0323,376.1892,4,1,2.9606,1.0,15,0,0.4926,0.1357,0.1683,2.449,5,10,0.0,0.0,3.831,203,1.0,0.0,0.8924,0.0,0.0095,0.6268,0,2.2701,0,0.0064,0,0,0.7159,0.0,VGM Genesis — Azure Lake Zone (2)13059 bytesPaul Evans; nerd at freeuk.netComments — 13059 bytesPaul Evans; nerd at freeuk.netComments_af82377b.mid,124.0,71.61,449
3.9291,6.0,8,0.2857,0.0465,235.7452,1,1,1.0,1.0,0,0,0,0,4.2761,7.2326,11,22,0.0,17.2205,11.2778,129,1.0,0.0,0.5776,0.0,0.0,0.4331,0,1.3215,0,0.127,0,0,0.0323,0.0,VGM Genesis — Beginning (v1.0)15269 bytesMarcio DiegoComments — 15269 bytesMarcio DiegoComments_46dc9978.mid,105.0,118.86,467
6.5481,12.0,12,0.1765,0.6978,392.8889,1,1,1.0,1.0,0,0,0,0,7.6639,7.6639,15,15,14.3251,14.3251,11.375,0,1.0,0.0,1.0,0.0,0.0,0.4158,0,1.2727,0,0.2713,0,0,0.2837,0.0,VGM Genesis — Death Egg Zone (4)40157 bytesKing MeteorComments — 40157 bytesKing MeteorComments_f466c07f.mid,170.0,111.18,728
5.7918,10.0,15,0.1149,0.4118,347.5057,2,1,1.0152,1.0,1,0,0.0,1.0,2.7719,3.7237,11,17,0.0,0.9132,8.2679,194,1.0,0.0,0.5028,0.0,0.016,0.5991,0,1.9342,0,0.1068,0,0,0.1056,0.0,VGM Genesis — Flower Garden18392 bytesJohnnyzComments — 18392 bytesJohnnyzComments_8340a61f.mid,130.5,121.38,703
7.0,13.0,13,0.1071,0.1034,420.0,1,1,1.0,1.0,0,0,0,0,7.2857,2.2963,36,7,14.2857,0.0,24.0,1,1.0,0.0,0.4749,0.0,0.0,0.5735,0,1.3077,0,0.2647,0,0,0.0294,0.0,VGM Genesis — Game Over801 bytesJoo _Johnnyz_ BuaesComments — 801 bytesJoo _Johnnyz_ BuaesComments_71a65721.mid,140.0,5.14,36
